[500, 1.0, 'G', 2, 6, [0]]
[500, 0.8333333333333334, 'D', 2, 6, [0]]
[501, 0.8333333333333334, 'G', 2, 6, [0, 0]]
[501, 1.0, 'D', 2, 6, [0, 0]]
[502, 1.0, 'G', 2, 6, [1]]
[502, 1.0, 'D', 2, 6, [1]]
[503, 0.8333333333333334, 'G', 2, 6, [0, 1]]
[503, 1.0, 'D', 2, 6, [0, 1]]
[504, 1.0, 'G', 2, 6, [2]]
[504, 0.8333333333333334, 'D', 2, 6, [2]]
[505, 1.0, 'G', 2, 6, [0, 2]]
[505, 0.8888888888888888, 'D', 2, 6, [0, 2]]
[506, 1.0, 'G', 2, 6, [3]]
[506, 1.0, 'D', 2, 6, [3]]
[507, 1.0, 'G', 2, 6, [0, 3]]
[507, 1.0, 'D', 2, 6, [0, 3]]
[508, 1.0, 'G', 2, 6, [4]]
[508, 1.0, 'D', 2, 6, [4]]
[509, 1.0, 'G', 2, 6, [0, 4]]
[509, 1.0, 'D', 2, 6, [0, 4]]
[510, 0.7272727272727273, 'G', 2, 6, [5]]
[510, 1.0, 'D', 2, 6, [5]]
[511, 0.7777777777777778, 'G', 2, 6, [0, 5]]
[511, 0.6666666666666666, 'D', 2, 6, [0, 5]]
[512, 1.5, 'G', 2, 6, [6]]
[512, 1.0, 'D', 2, 6, [6]]
[513, 1.0, 'G', 2, 6, [0, 6]]
[513, 1.0, 'D', 2, 6, [0, 6]]
[514, 1.1428571428571428, 'G', 2, 6, [7]]
[514, 0.9090909090909091, 'D', 2, 6, [7]]
[515, 0.7777777777777778, 'G', 2, 6, [0, 7]]
[515, 1.0, 'D', 2, 6, [0, 7]]
[516, 0.8333333333333334, 'G', 2, 6, [8]]
[516, 1.2, 'D', 2, 6, [8]]
[517, 1.0, 'G', 2, 6, [0, 8]]
[517, 1.3333333333333333, 'D', 2, 6, [0, 8]]
[518, 1.0, 'G', 2, 6, [9]]
[518, 0.9090909090909091, 'D', 2, 6, [9]]
[519, 0.9166666666666666, 'G', 2, 6, [0, 9]]
[519, 1.1428571428571428, 'D', 2, 6, [0, 9]]
[520, 1.1818181818181819, 'G', 2, 6, [10]]
[520, 0.9375, 'D', 2, 6, [10]]
[521, 0.8, 'G', 2, 6, [0, 10]]
[521, 0.9090909090909091, 'D', 2, 6, [0, 10]]
[522, 1.2, 'G', 2, 6, [11]]
[522, 1.0, 'D', 2, 6, [11]]
[523, 1.0, 'G', 2, 6, [0, 11]]
[523, 1.3333333333333333, 'D', 2, 6, [0, 11]]
[524, 1.0, 'G', 2, 6, [12]]
[524, 1.4285714285714286, 'D', 2, 6, [12]]
[525, 0.9166666666666666, 'G', 2, 6, [0, 12]]
[525, 1.1666666666666667, 'D', 2, 6, [0, 12]]
[526, 1.7142857142857142, 'G', 2, 6, [13]]
[526, 1.0, 'D', 2, 6, [13]]
[527, 0.9, 'G', 2, 6, [0, 13]]
[527, 0.9090909090909091, 'D', 2, 6, [0, 13]]
[528, 1.4444444444444444, 'G', 2, 6, [14]]
[528, 0.9375, 'D', 2, 6, [14]]
[529, 0.9230769230769231, 'G', 2, 6, [0, 14]]
[529, 1.375, 'D', 2, 6, [0, 14]]
[530, 1.8333333333333333, 'G', 2, 6, [15]]
[530, 1.5555555555555556, 'D', 2, 6, [15]]
[531, 0.8181818181818182, 'G', 2, 6, [0, 15]]
[531, 1.1666666666666667, 'D', 2, 6, [0, 15]]
[532, 0.875, 'G', 2, 8, [0]]
[532, 0.875, 'D', 2, 8, [0]]
[533, 0.875, 'G', 2, 8, [0, 0]]
[533, 0.75, 'D', 2, 8, [0, 0]]
[534, 0.875, 'G', 2, 8, [1]]
[534, 0.875, 'D', 2, 8, [1]]
[535, 0.875, 'G', 2, 8, [0, 1]]
[535, 0.875, 'D', 2, 8, [0, 1]]
[536, 0.875, 'G', 2, 8, [2]]
[536, 0.875, 'D', 2, 8, [2]]
[537, 0.8333333333333334, 'G', 2, 8, [0, 2]]
[537, 1.0, 'D', 2, 8, [0, 2]]
[538, 0.875, 'G', 2, 8, [3]]
[538, 0.875, 'D', 2, 8, [3]]
[539, 0.9166666666666666, 'G', 2, 8, [0, 3]]
[539, 0.75, 'D', 2, 8, [0, 3]]
[540, 1.0, 'G', 2, 8, [4]]
[540, 1.0, 'D', 2, 8, [4]]
[541, 0.9166666666666666, 'G', 2, 8, [0, 4]]
[541, 1.0, 'D', 2, 8, [0, 4]]
[542, 0.9333333333333333, 'G', 2, 8, [5]]
[542, 0.9375, 'D', 2, 8, [5]]
[543, 0.8333333333333334, 'G', 2, 8, [0, 5]]
[543, 0.5833333333333334, 'D', 2, 8, [0, 5]]
[544, 0.875, 'G', 2, 8, [6]]
[544, 1.1666666666666667, 'D', 2, 8, [6]]
[545, 0.9166666666666666, 'G', 2, 8, [0, 6]]
[545, 1.0, 'D', 2, 8, [0, 6]]
[546, 0.8333333333333334, 'G', 2, 8, [7]]
[546, 1.2, 'D', 2, 8, [7]]
[547, 0.75, 'G', 2, 8, [0, 7]]
