[500, 5.0, 'G', 2, 6, [0]]
[500, 6.0, 'D', 2, 6, [0]]
[501, 6.0, 'G', 2, 6, [0, 0]]
[501, 6.0, 'D', 2, 6, [0, 0]]
[502, 6.0, 'G', 2, 6, [1]]
[502, 6.0, 'D', 2, 6, [1]]
[503, 5.0, 'G', 2, 6, [0, 1]]
[503, 6.0, 'D', 2, 6, [0, 1]]
[504, 10.0, 'G', 2, 6, [2]]
[504, 12.0, 'D', 2, 6, [2]]
[505, 9.0, 'G', 2, 6, [0, 2]]
[505, 9.0, 'D', 2, 6, [0, 2]]
[506, 12.0, 'G', 2, 6, [3]]
[506, 12.0, 'D', 2, 6, [3]]
[507, 7.0, 'G', 2, 6, [0, 3]]
[507, 9.0, 'D', 2, 6, [0, 3]]
[508, 12.0, 'G', 2, 6, [4]]
[508, 12.0, 'D', 2, 6, [4]]
[509, 9.0, 'G', 2, 6, [0, 4]]
[509, 7.0, 'D', 2, 6, [0, 4]]
[510, 9.0, 'G', 2, 6, [5]]
[510, 9.0, 'D', 2, 6, [5]]
[511, 6.0, 'G', 2, 6, [0, 5]]
[511, 9.0, 'D', 2, 6, [0, 5]]
[512, 12.0, 'G', 2, 6, [6]]
[512, 12.0, 'D', 2, 6, [6]]
[513, 8.0, 'G', 2, 6, [0, 6]]
[513, 9.0, 'D', 2, 6, [0, 6]]
[514, 9.0, 'G', 2, 6, [7]]
[514, 9.0, 'D', 2, 6, [7]]
[515, 6.0, 'G', 2, 6, [0, 7]]
[515, 9.0, 'D', 2, 6, [0, 7]]
[516, 18.0, 'G', 2, 6, [8]]
[516, 18.0, 'D', 2, 6, [8]]
[517, 12.0, 'G', 2, 6, [0, 8]]
[517, 11.0, 'D', 2, 6, [0, 8]]
[518, 13.5, 'G', 2, 6, [9]]
[518, 12.0, 'D', 2, 6, [9]]
[519, 9.0, 'G', 2, 6, [0, 9]]
[519, 12.0, 'D', 2, 6, [0, 9]]
[520, 10.0, 'G', 2, 6, [10]]
[520, 14.0, 'D', 2, 6, [10]]
[521, 8.0, 'G', 2, 6, [0, 10]]
[521, 11.0, 'D', 2, 6, [0, 10]]
[522, 18.0, 'G', 2, 6, [11]]
[522, 12.0, 'D', 2, 6, [11]]
[523, 11.0, 'G', 2, 6, [0, 11]]
[523, 11.0, 'D', 2, 6, [0, 11]]
[524, 12.0, 'G', 2, 6, [12]]
[524, 18.0, 'D', 2, 6, [12]]
[525, 8.0, 'G', 2, 6, [0, 12]]
[525, 12.0, 'D', 2, 6, [0, 12]]
[526, 9.0, 'G', 2, 6, [13]]
[526, 10.0, 'D', 2, 6, [13]]
[527, 10.0, 'G', 2, 6, [0, 13]]
[527, 10.0, 'D', 2, 6, [0, 13]]
[528, 17.0, 'G', 2, 6, [14]]
[528, 14.0, 'D', 2, 6, [14]]
[529, 10.0, 'G', 2, 6, [0, 14]]
[529, 11.0, 'D', 2, 6, [0, 14]]
[530, 11.0, 'G', 2, 6, [15]]
[530, 10.0, 'D', 2, 6, [15]]
[531, 10.0, 'G', 2, 6, [0, 15]]
[531, 11.0, 'D', 2, 6, [0, 15]]
[532, 8.0, 'G', 2, 8, [0]]
[532, 6.0, 'D', 2, 8, [0]]
[533, 8.0, 'G', 2, 8, [0, 0]]
[533, 8.0, 'D', 2, 8, [0, 0]]
[534, 7.0, 'G', 2, 8, [1]]
[534, 7.0, 'D', 2, 8, [1]]
[535, 8.0, 'G', 2, 8, [0, 1]]
[535, 7.0, 'D', 2, 8, [0, 1]]
[536, 14.0, 'G', 2, 8, [2]]
[536, 16.0, 'D', 2, 8, [2]]
[537, 11.0, 'G', 2, 8, [0, 2]]
[537, 10.0, 'D', 2, 8, [0, 2]]
[538, 12.0, 'G', 2, 8, [3]]
[538, 14.0, 'D', 2, 8, [3]]
[539, 10.0, 'G', 2, 8, [0, 3]]
[539, 11.0, 'D', 2, 8, [0, 3]]
[540, 16.0, 'G', 2, 8, [4]]
[540, 16.0, 'D', 2, 8, [4]]
[541, 11.0, 'G', 2, 8, [0, 4]]
[541, 11.0, 'D', 2, 8, [0, 4]]
[542, 12.0, 'G', 2, 8, [5]]
[542, 14.0, 'D', 2, 8, [5]]
[543, 9.0, 'G', 2, 8, [0, 5]]
[543, 9.0, 'D', 2, 8, [0, 5]]
[544, 14.0, 'G', 2, 8, [6]]
[544, 14.0, 'D', 2, 8, [6]]
[545, 10.0, 'G', 2, 8, [0, 6]]
[545, 11.0, 'D', 2, 8, [0, 6]]
[546, 10.0, 'G', 2, 8, [7]]
[546, 14.0, 'D', 2, 8, [7]]
[547, 8.0, 'G', 2, 8, [0, 7]]
[547, 10.0, 'D', 2, 8, [0, 7]]
[548, 21.0, 'G', 2, 8, [8]]
[548, 18.0, 'D', 2, 8, [8]]
[549, 13.0, 'G', 2, 8, [0, 8]]
[549, 13.0, 'D', 2, 8, [0, 8]]
[550, 16.5, 'G', 2, 8, [9]]
[550, 22.5, 'D', 2, 8, [9]]
[551, 12.0, 'G', 2, 8, [0, 9]]
[551, 13.5, 'D', 2, 8, [0, 9]]
[552, 21.0, 'G', 2, 8, [10]]
[552, 21.0, 'D', 2, 8, [10]]
[553, 10.0, 'G', 2, 8, [0, 10]]
[553, 10.0, 'D', 2, 8, [0, 10]]
[554, 15.0, 'G', 2, 8, [11]]
[554, 18.0, 'D', 2, 8, [11]]
[555, 15.0, 'G', 2, 8, [0, 11]]
[555, 14.0, 'D', 2, 8, [0, 11]]
[556, 18.0, 'G', 2, 8, [12]]
[556, 21.0, 'D', 2, 8, [12]]
[557, 13.5, 'G', 2, 8, [0, 12]]
[557, 15.0, 'D', 2, 8, [0, 12]]
[558, 15.0, 'G', 2, 8, [13]]
[558, 15.0, 'D', 2, 8, [13]]
[559, 7.0, 'G', 2, 8, [0, 13]]
[559, 10.0, 'D', 2, 8, [0, 13]]
[560, 23.0, 'G', 2, 8, [14]]
[560, 15.0, 'D', 2, 8, [14]]
[561, 15.0, 'G', 2, 8, [0, 14]]
[561, 13.0, 'D', 2, 8, [0, 14]]
[562, 16.0, 'G', 2, 8, [15]]
[562, 14.0, 'D', 2, 8, [15]]
[563, 13.0, 'G', 2, 8, [0, 15]]
[563, 10.0, 'D', 2, 8, [0, 15]]
[564, 9.0, 'G', 3, 9, [0]]
[564, 9.0, 'D', 3, 9, [0]]
[565, 9.0, 'G', 3, 9, [0, 0]]
[565, 7.0, 'D', 3, 9, [0, 0]]
[566, 9.0, 'G', 3, 9, [1]]
[566, 9.0, 'D', 3, 9, [1]]
[567, 7.0, 'G', 3, 9, [0, 1]]
[567, 8.0, 'D', 3, 9, [0, 1]]
[568, 16.0, 'G', 3, 9, [2]]
[568, 18.0, 'D', 3, 9, [2]]
[569, 14.0, 'G', 3, 9, [0, 2]]
[569, 14.0, 'D', 3, 9, [0, 2]]
[570, 18.0, 'G', 3, 9, [3]]
[570, 18.0, 'D', 3, 9, [3]]
[571, 13.0, 'G', 3, 9, [0, 3]]
[571, 13.0, 'D', 3, 9, [0, 3]]
[572, 18.0, 'G', 3, 9, [4]]
[572, 16.0, 'D', 3, 9, [4]]
[573, 14.0, 'G', 3, 9, [0, 4]]
[573, 13.0, 'D', 3, 9, [0, 4]]
[574, 17.0, 'G', 3, 9, [5]]
[574, 18.0, 'D', 3, 9, [5]]
[575, 11.0, 'G', 3, 9, [0, 5]]
[575, 12.0, 'D', 3, 9, [0, 5]]
[576, 16.0, 'G', 3, 9, [6]]
[576, 18.0, 'D', 3, 9, [6]]
[577, 14.0, 'G', 3, 9, [0, 6]]
[577, 14.0, 'D', 3, 9, [0, 6]]
[578, 16.0, 'G', 3, 9, [7]]
[578, 16.0, 'D', 3, 9, [7]]
[579, 12.0, 'G', 3, 9, [0, 7]]
[579, 13.0, 'D', 3, 9, [0, 7]]
[580, 27.0, 'G', 3, 9, [8]]
[580, 24.0, 'D', 3, 9, [8]]
[581, 19.0, 'G', 3, 9, [0, 8]]
[581, 19.0, 'D', 3, 9, [0, 8]]
[582, 22.5, 'G', 3, 9, [9]]
[582, 22.5, 'D', 3, 9, [9]]
[583, 17.0, 'G', 3, 9, [0, 9]]
[583, 14.0, 'D', 3, 9, [0, 9]]
[584, 19.0, 'G', 3, 9, [10]]
[584, 20.0, 'D', 3, 9, [10]]
[585, 16.0, 'G', 3, 9, [0, 10]]
[585, 13.0, 'D', 3, 9, [0, 10]]
[586, 27.0, 'G', 3, 9, [11]]
[586, 24.0, 'D', 3, 9, [11]]
[587, 16.0, 'G', 3, 9, [0, 11]]
[587, 16.0, 'D', 3, 9, [0, 11]]
[588, 22.5, 'G', 3, 9, [12]]
[588, 25.5, 'D', 3, 9, [12]]
[589, 13.0, 'G', 3, 9, [0, 12]]
[589, 15.5, 'D', 3, 9, [0, 12]]
[590, 18.0, 'G', 3, 9, [13]]
[590, 16.0, 'D', 3, 9, [13]]
[591, 12.0, 'G', 3, 9, [0, 13]]
[591, 13.0, 'D', 3, 9, [0, 13]]
[592, 27.0, 'G', 3, 9, [14]]
[592, 24.0, 'D', 3, 9, [14]]
[593, 15.0, 'G', 3, 9, [0, 14]]
[593, 17.0, 'D', 3, 9, [0, 14]]
[594, 28.0, 'G', 3, 9, [15]]
[594, 18.0, 'D', 3, 9, [15]]
[595, 19.0, 'G', 3, 9, [0, 15]]
[595, 16.0, 'D', 3, 9, [0, 15]]
[596, 11.0, 'G', 3, 12, [0]]
