0.000000000000000000e+00,4.300000000000000000e+01
2.000000000000000000e+00,5.100000000000000000e+01
1.000000000000000000e+00,2.700000000000000000e+01
0.000000000000000000e+00,5.300000000000000000e+01
1.000000000000000000e+00,2.800000000000000000e+01
1.000000000000000000e+00,4.200000000000000000e+01
0.000000000000000000e+00,2.000000000000000000e+01
0.000000000000000000e+00,5.400000000000000000e+01
2.000000000000000000e+00,6.000000000000000000e+01
1.000000000000000000e+00,2.600000000000000000e+01
0.000000000000000000e+00,8.000000000000000000e+01
0.000000000000000000e+00,4.400000000000000000e+01
0.000000000000000000e+00,3.300000000000000000e+01
1.000000000000000000e+00,6.700000000000000000e+01
0.000000000000000000e+00,4.800000000000000000e+01
0.000000000000000000e+00,4.500000000000000000e+01
0.000000000000000000e+00,8.400000000000000000e+01
1.000000000000000000e+00,5.700000000000000000e+01
0.000000000000000000e+00,5.100000000000000000e+01
0.000000000000000000e+00,7.600000000000000000e+01
0.000000000000000000e+00,6.000000000000000000e+01
0.000000000000000000e+00,5.900000000000000000e+01
0.000000000000000000e+00,5.900000000000000000e+01
0.000000000000000000e+00,6.700000000000000000e+01
0.000000000000000000e+00,6.600000000000000000e+01
0.000000000000000000e+00,6.200000000000000000e+01
0.000000000000000000e+00,7.800000000000000000e+01
1.000000000000000000e+00,5.800000000000000000e+01
0.000000000000000000e+00,8.700000000000000000e+01
1.000000000000000000e+00,6.000000000000000000e+01
0.000000000000000000e+00,7.500000000000000000e+01
0.000000000000000000e+00,8.600000000000000000e+01
0.000000000000000000e+00,1.020000000000000000e+02
0.000000000000000000e+00,1.010000000000000000e+02
0.000000000000000000e+00,9.300000000000000000e+01
1.000000000000000000e+00,1.030000000000000000e+02
0.000000000000000000e+00,7.600000000000000000e+01
0.000000000000000000e+00,1.040000000000000000e+02
0.000000000000000000e+00,9.600000000000000000e+01
2.000000000000000000e+00,1.050000000000000000e+02
0.000000000000000000e+00,1.010000000000000000e+02
0.000000000000000000e+00,1.130000000000000000e+02
0.000000000000000000e+00,9.100000000000000000e+01
0.000000000000000000e+00,1.130000000000000000e+02
0.000000000000000000e+00,1.030000000000000000e+02
0.000000000000000000e+00,8.400000000000000000e+01
0.000000000000000000e+00,1.130000000000000000e+02
0.000000000000000000e+00,1.040000000000000000e+02
0.000000000000000000e+00,1.030000000000000000e+02
0.000000000000000000e+00,1.030000000000000000e+02
1.000000000000000000e+00,1.270000000000000000e+02
1.000000000000000000e+00,1.070000000000000000e+02
0.000000000000000000e+00,1.040000000000000000e+02
0.000000000000000000e+00,1.380000000000000000e+02
0.000000000000000000e+00,1.130000000000000000e+02
0.000000000000000000e+00,1.040000000000000000e+02
1.000000000000000000e+00,1.170000000000000000e+02
0.000000000000000000e+00,1.120000000000000000e+02
1.000000000000000000e+00,1.160000000000000000e+02
0.000000000000000000e+00,1.140000000000000000e+02
1.000000000000000000e+00,1.130000000000000000e+02
1.000000000000000000e+00,1.140000000000000000e+02
1.000000000000000000e+00,1.370000000000000000e+02
0.000000000000000000e+00,1.130000000000000000e+02
2.000000000000000000e+00,1.130000000000000000e+02
1.000000000000000000e+00,1.130000000000000000e+02
0.000000000000000000e+00,1.130000000000000000e+02
0.000000000000000000e+00,1.130000000000000000e+02
0.000000000000000000e+00,1.100000000000000000e+02
1.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,1.250000000000000000e+02
0.000000000000000000e+00,1.260000000000000000e+02
2.000000000000000000e+00,1.130000000000000000e+02
0.000000000000000000e+00,1.130000000000000000e+02
0.000000000000000000e+00,1.130000000000000000e+02
0.000000000000000000e+00,1.040000000000000000e+02
1.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,1.130000000000000000e+02
1.000000000000000000e+00,1.350000000000000000e+02
0.000000000000000000e+00,1.300000000000000000e+02
1.000000000000000000e+00,1.360000000000000000e+02
1.000000000000000000e+00,1.370000000000000000e+02
1.000000000000000000e+00,1.140000000000000000e+02
0.000000000000000000e+00,1.170000000000000000e+02
1.000000000000000000e+00,1.140000000000000000e+02
0.000000000000000000e+00,1.330000000000000000e+02
1.000000000000000000e+00,1.590000000000000000e+02
0.000000000000000000e+00,1.150000000000000000e+02
2.000000000000000000e+00,1.120000000000000000e+02
0.000000000000000000e+00,1.310000000000000000e+02
0.000000000000000000e+00,1.310000000000000000e+02
0.000000000000000000e+00,1.150000000000000000e+02
0.000000000000000000e+00,1.370000000000000000e+02
2.000000000000000000e+00,1.130000000000000000e+02
0.000000000000000000e+00,1.570000000000000000e+02
0.000000000000000000e+00,1.380000000000000000e+02
1.000000000000000000e+00,1.140000000000000000e+02
0.000000000000000000e+00,1.380000000000000000e+02
0.000000000000000000e+00,1.380000000000000000e+02
0.000000000000000000e+00,1.560000000000000000e+02
0.000000000000000000e+00,1.540000000000000000e+02
0.000000000000000000e+00,1.380000000000000000e+02
1.000000000000000000e+00,1.130000000000000000e+02
1.000000000000000000e+00,1.350000000000000000e+02
0.000000000000000000e+00,1.390000000000000000e+02
0.000000000000000000e+00,1.270000000000000000e+02
0.000000000000000000e+00,1.390000000000000000e+02
0.000000000000000000e+00,1.300000000000000000e+02
0.000000000000000000e+00,1.390000000000000000e+02
1.000000000000000000e+00,1.150000000000000000e+02
1.000000000000000000e+00,1.150000000000000000e+02
0.000000000000000000e+00,1.490000000000000000e+02
0.000000000000000000e+00,1.350000000000000000e+02
0.000000000000000000e+00,1.360000000000000000e+02
1.000000000000000000e+00,1.150000000000000000e+02
0.000000000000000000e+00,1.370000000000000000e+02
0.000000000000000000e+00,1.410000000000000000e+02
1.000000000000000000e+00,1.570000000000000000e+02
0.000000000000000000e+00,1.620000000000000000e+02
0.000000000000000000e+00,1.570000000000000000e+02
0.000000000000000000e+00,1.300000000000000000e+02
1.000000000000000000e+00,1.370000000000000000e+02
0.000000000000000000e+00,1.540000000000000000e+02
0.000000000000000000e+00,1.370000000000000000e+02
0.000000000000000000e+00,1.520000000000000000e+02
0.000000000000000000e+00,1.530000000000000000e+02
0.000000000000000000e+00,1.380000000000000000e+02
1.000000000000000000e+00,1.150000000000000000e+02
0.000000000000000000e+00,1.520000000000000000e+02
0.000000000000000000e+00,1.580000000000000000e+02
2.000000000000000000e+00,1.140000000000000000e+02
0.000000000000000000e+00,1.570000000000000000e+02
0.000000000000000000e+00,1.570000000000000000e+02
0.000000000000000000e+00,1.600000000000000000e+02
0.000000000000000000e+00,1.460000000000000000e+02
0.000000000000000000e+00,1.570000000000000000e+02
0.000000000000000000e+00,1.390000000000000000e+02
0.000000000000000000e+00,1.630000000000000000e+02
0.000000000000000000e+00,1.620000000000000000e+02
0.000000000000000000e+00,1.630000000000000000e+02
0.000000000000000000e+00,1.520000000000000000e+02
0.000000000000000000e+00,1.610000000000000000e+02
0.000000000000000000e+00,1.500000000000000000e+02
